x,y,rotation,layer,can_index
59.98341369628906,101.9147720336914,-89.48491668701172,0.32216668128967285,26
139.68637084960938,73.11917877197266,103.71109771728516,0.8365758657455444,93
73.52598571777344,66.60799407958984,-166.8336639404297,0.032051920890808105,37
144.54489135742188,13.372570991516113,106.15170288085938,0.13671286404132843,71
156.6610870361328,138.53024291992188,49.873695373535156,0.16674965620040894,122
106.1718521118164,3.688159942626953,-148.38819885253906,0.5955548882484436,94
119.83090209960938,4.350959777832031,-62.07892990112305,0.9619441032409668,43
148.47250366210938,141.23651123046875,-124.28495025634766,0.10291623324155807,119
243.84933471679688,124.15299987792969,87.67539978027344,0.8350154161453247,38
37.458770751953125,179.16006469726562,-180.0,0.05693097412586212,92
122.06828308105469,69.33226776123047,-122.59896850585938,0.0,32
62.3890380859375,48.377986907958984,-130.6500244140625,0.9131555557250977,61
297.9462585449219,60.82856750488281,176.137451171875,0.9464175701141357,56
201.7266845703125,330.3899841308594,-130.26235961914062,0.7870299220085144,64
321.63641357421875,94.92572784423828,-180.0,0.06803988665342331,18
3.5804214477539062,75.69865417480469,115.59030151367188,0.2745213210582733,97
2.1613388061523438,72.82351684570312,49.50069808959961,0.8398019075393677,23
95.29336547851562,46.7430534362793,165.21791076660156,0.728745698928833,64
17.856189727783203,0.7309038639068604,-27.126487731933594,0.161945179104805,26
84.622802734375,174.4363250732422,-26.28687858581543,0.5508328676223755,76
17.823883056640625,214.08206176757812,-136.96343994140625,0.9282620549201965,97
19.153722763061523,96.14522552490234,74.94019317626953,0.8446885347366333,98
271.2352294921875,140.8234100341797,-17.81858253479004,0.48402273654937744,15
143.4700469970703,61.48182678222656,-73.17864990234375,0.08484253287315369,101
88.2183609008789,171.53929138183594,-35.446624755859375,0.0,39
35.327362060546875,86.37147521972656,143.83804321289062,0.15927375853061676,96
92.21232604980469,44.95236587524414,-173.23721313476562,0.9026889204978943,113
72.02183532714844,125.65716552734375,-124.512939453125,0.0,98
230.55368041992188,58.67829132080078,-59.287750244140625,1.0,34
8.162736892700195,287.5801086425781,138.18882751464844,0.1035008430480957,68
29.265626907348633,138.90899658203125,-180.0,0.8413665294647217,118
135.71417236328125,41.7047233581543,89.70333099365234,0.9388937950134277,14
141.78799438476562,172.12677001953125,74.61819458007812,0.4586504399776459,112
80.87059020996094,180.87060546875,-128.46791076660156,0.6013413071632385,103
60.839599609375,89.16321563720703,-77.67471313476562,0.12383022159337997,113
167.4330596923828,81.80180358886719,178.67742919921875,0.4395890533924103,25
10.34593391418457,23.4666805267334,109.51567077636719,1.0,110
168.59776306152344,106.27434539794922,151.8712158203125,0.693406343460083,36
114.40098571777344,327.1076354980469,-67.41167449951172,0.7020490169525146,1
100.4504165649414,139.66891479492188,138.4334716796875,0.4622036814689636,31
134.8104248046875,394.37530517578125,169.49388122558594,0.0129086934030056,41
22.217531204223633,33.724517822265625,25.370779037475586,0.15659083425998688,112
186.8671875,339.6046447753906,-43.28357696533203,0.7209283113479614,42
75.1756820678711,81.27652740478516,97.61735534667969,0.1879374086856842,123
51.82250213623047,102.84480285644531,163.01123046875,0.20906461775302887,27
66.8277587890625,206.23846435546875,-1.3427209854125977,0.6636769771575928,16
158.99339294433594,196.9183807373047,38.497283935546875,0.4753701686859131,83
145.1007843017578,385.32305908203125,-54.839332580566406,0.6594257950782776,61
175.14761352539062,399.6291198730469,116.36933898925781,0.17601469159126282,75
53.56839370727539,114.63246154785156,45.03968811035156,0.11079893261194229,82
79.53245544433594,192.04879760742188,88.78388977050781,0.3527403473854065,41
139.53956604003906,177.2792510986328,-165.20912170410156,1.0,96
78.65132904052734,4.279719352722168,95.76958465576172,0.4699479937553406,92
217.10997009277344,55.425872802734375,126.29051208496094,0.276675283908844,76
6.661494255065918,115.45636749267578,90.0264663696289,0.5076430439949036,20
0.0,186.3756866455078,-119.57854461669922,0.6793320775032043,120
53.61899185180664,109.43119049072266,89.85556030273438,0.9199243783950806,117
144.9039764404297,40.59895706176758,28.223609924316406,0.5162716507911682,13
143.74166870117188,49.58130645751953,130.75808715820312,0.3068229556083679,121
325.7730712890625,303.3844909667969,164.20999145507812,0.9396386742591858,122
277.55078125,298.4973449707031,-124.52583312988281,0.2762163281440735,112
125.09213256835938,79.33152770996094,149.25794982910156,0.4665859639644623,120
26.830551147460938,176.6512908935547,-168.33836364746094,0.9876510500907898,49
295.1029968261719,311.4869384765625,-111.90545654296875,0.4622657895088196,108
88.8901138305664,202.18875122070312,-9.035392761230469,0.2917681336402893,107
153.32406616210938,285.4791259765625,-180.0,0.6435484886169434,33
332.2240295410156,261.8916015625,25.746152877807617,0.6989835500717163,28
96.17630004882812,121.37095642089844,-136.2028045654297,0.8595184087753296,35
22.289506912231445,305.05517578125,-102.6897201538086,0.0,97
273.3939514160156,96.41146087646484,38.2382698059082,0.5664764642715454,55
68.78975677490234,171.84446716308594,7.8849358558654785,0.5854654312133789,75
101.0003662109375,390.8460693359375,24.679885864257812,1.0,45
87.34032440185547,183.7156982421875,-64.45429229736328,0.20432496070861816,32
0.0,167.0506134033203,-161.13922119140625,0.3414496183395386,116
0.0,62.9660758972168,-16.34067153930664,0.767804741859436,23
283.7857666015625,191.4742431640625,-128.25540161132812,0.07268603146076202,114
99.86233520507812,2.5057010650634766,-168.51011657714844,0.49857190251350403,33
82.86386108398438,195.6313934326172,162.2831268310547,0.8686745166778564,38
184.86407470703125,160.43849182128906,-107.20732879638672,0.21084660291671753,54
297.028564453125,306.5493469238281,79.00432586669922,0.4827839434146881,40
4.2086663246154785,241.3831787109375,-132.957763671875,0.6586065292358398,69
183.20822143554688,70.20825958251953,-55.47134017944336,0.08771102875471115,120
97.98111724853516,3.633673667907715,111.7345962524414,0.43348920345306396,113
136.40818786621094,124.6280746459961,114.43953704833984,0.455876886844635,113
252.4689178466797,341.29608154296875,-66.75505828857422,0.27169060707092285,43
135.70816040039062,44.73686981201172,-10.6906156539917,0.5711684823036194,69
165.45358276367188,375.9049377441406,20.68863868713379,0.9078745245933533,0
19.3826904296875,101.92388916015625,-47.01455307006836,0.9691802859306335,83
61.53799819946289,55.983558654785156,6.110875129699707,0.2408915013074875,43
23.672000885009766,193.95559692382812,-79.32540893554688,0.7544686794281006,20
77.2636489868164,166.318115234375,-8.558358192443848,0.9252529740333557,33
36.590721130371094,103.0235824584961,-159.421875,0.0,69
108.42906188964844,116.37364959716797,-78.40476989746094,0.7766427993774414,34
298.0313415527344,83.93925476074219,27.96647071838379,0.5486705899238586,23
76.23487091064453,160.55352783203125,-38.6965446472168,0.6489436030387878,71
195.2374267578125,189.95220947265625,-157.21392822265625,0.29260170459747314,56
52.20180892944336,90.86881256103516,135.8389892578125,0.4142986536026001,42
244.91786193847656,139.33473205566406,-88.86503601074219,0.26466482877731323,31
2.7000722885131836,89.68386840820312,-43.032142639160156,0.2348722219467163,122
201.9095001220703,176.12167358398438,74.04804229736328,0.5157930254936218,55
174.48855590820312,161.25559997558594,-103.76505279541016,0.23492830991744995,90
203.98703002929688,374.23004150390625,95.20401000976562,0.3115580081939697,24
19.858327865600586,70.28105926513672,-165.47164916992188,0.7758268117904663,95
31.774063110351562,8.5291109085083,35.44415283203125,0.8026342988014221,111
99.6146011352539,323.9698181152344,-105.5040512084961,0.3569457530975342,5
180.9208526611328,51.56173324584961,64.34126281738281,0.08695616573095322,45
91.20890808105469,383.2178955078125,93.07823181152344,0.07286139577627182,84
321.4039611816406,390.14349365234375,148.80435180664062,0.2173360288143158,18
335.7878112792969,262.8338623046875,140.7250518798828,0.21079042553901672,39
249.30471801757812,306.8713073730469,65.90277862548828,0.433441162109375,47
15.996789932250977,270.20989990234375,-58.26222610473633,0.2682082951068878,122
207.12252807617188,31.047338485717773,-151.74932861328125,0.6210667490959167,80
321.2250061035156,41.611934661865234,-58.17557144165039,0.2063346803188324,42
